Ratings,Reviews
2.0,"The bad: My main gripe with this place is the gratuitously overpriced menu. Most items are ~50% inflated. Yes, it's hard to make a profit when rent is so high, but Fable unfairly passes this expense to its customers. The food itself isn't life-changing, just average. The service is inconsistent. Most recently, my friends and I had a very unpleasant experience with our waitress, who messed up various parts of our order and then proceeded to defend herself, unprovoked. As a consumer, I chose to dine here, despite the inflated prices, but I definitely wasn't expecting subpar service. Unfortunately (for Fable), this was the nail in the coffin as far as my patronage is concerned. The good: nice outdoor patio, muffins, and the Fried Chicken Sandwich are all worth checking out."
5.0,Fantastic food- we had the baguette French toast with peaches and it was delightful! The service impeccable & back patio was a gorgeous little oasis!
4.0,Excellent food and service.  Very nice selection of starters and entrees.  However the wines by the glass are very marginal.
4.0,"Went here for dinner. The seating area outside was nice...the heat lamps were toasty! For appetizer, we got the sautéed pork meatballs and the butter lettuce with spicy buttermilk dressing. The salad was great!For entrees we got the vegan mushroom and leek lasagna and the pork chop. The lasagna's crispy quinoa was amazing and a must try! I'll be trying that technique on my homemade lasagna.Only downsides were we were given the wrong appetizer at first and our table was wobbly."
5.0,"Totes adorbs. Loved it. Threw caution to the wind and kicked things off with a blood orange mimosa (recommended by waiter). I'm on vacation, dammit! Oh yeah, it was delish. For brekky (brunchy?), was leaning toward something sweet and the waiter recommended the French toast. It was like, oh yeah, great. The modest (a good thing) portion of two slices of bacon was perfect; moderate thickness and deliciously crisp, not greasy at all. Oh, and did I mention not only is the outdoor patio GORGEOUS on a sunny spring day, but the interior is outstandingly well-decorated also? Well played, Fable. Well played.P.S. I totally want the photo of the regal-looking leopard avec eye patch and bow tie!"
5.0,"It's a shame that the term ""California cuisine"" is overused and misused so much, since I actually love California cuisine.  Wholesome, simply-prepared food showcasing top-quality seasonal produce and meats directly from the farm?  Sign me up.And Fable is the best place in the Castro to enjoy it. It's a slice of Napa in a small building tucked amongst the rainbow flags.  The cozy dining room is nice, but the back patio is simply glorious.  The lush garden back there makes you feel like you've been swept away entirely.As much as I adored the atmosphere, it's really the food that makes the place special.  I tasted the beet and lentil salad, which one one of the best salads -- beet or otherwise -- that I've ever had.  The beets were cooked perfectly -- tender but not mushy.  The lentils were light and fluffy, too.  The salad paired nicely with a local Riesling, which the server gave me a generous pour of.Also outstanding was the roasted chicken breast on a bed of potato puree, French green beans, and baby carrots.  This chicken was juicy, flavorful, and packed with lots of flavor.  The veggies provided just the right textural contrasts.Also deserving of props are the staff at Fable.  These are some of the nicest, most caring people you'll meet.  I'm not a regular, but their hospitality made me feel like I was sitting in their personal dining room.  The menu at Fable changes regularly, so what you'll experience at Fable will likely differ from what I experienced.  That's precisely why I can't wait to go back."
5.0,This is a fantastic spot for very fresh very tasty food. A little pricey but we totally enjoyed every bite. The starters if bruschetta and the heirloom tomato salad with melons herbs and vinegarette were so so good. Hubby had the vegetarian lasagna and I had the chicken breast with pane-cotta and tomatoes. Really enjoyed our meal.
5.0,"My sister was visiting from out of town and we made a reservation at Fable. We were very impressed with the service at this restaurant. It wasn't too busy, but the interior was romantic. Definitely a place for dates and the like. They are a beer and wine only restaurant. They have a heated outdoor area, which is lush with greenery. We opted inside, but on pretty sf days, i would sit outside!we got the lamb and the pork. It was cooked to our liking and the bottle of spanish red wine we got was delicious. Price point is fair and parking is just normal sf street parking (free after 6PM).It's easy to pass since they don't have an obvious sign, but easy to google map and get to. I recommend this place!"
4.0,"Came here for brunch. Fable is a sizable restaurant with a bar area in the front and an outdoor area towards the back.I highly recommend sitting outside if the weather is decent--it's super cute and has a bunch of heaters if not, though.We had the pork eggs Benedict and the blueberry pancakes, each with a side of bacon. Friends got ice tea, which our waiter made sure was always full! All the food was very solid and service was very prompt!"
4.0,"This was one of the more enjoyable dining experiences I have had in recent months. This had nothing to do with the food or the service being mind-blowing, but because in the first time in a long time, I could hear and have conversation. We were seated in their beautiful back patio. There were plenty of heat lamps so even on a cold evening it was very comfortable. Our party ended up staying there for three hours, and this had nothing to do with the service being slow. Our server was perfectly attentive, and food came out in a timely manner. We just all were enjoying the setting, and the fact we did not have to scream at one another just to hear one other made for the perfect evening. At one point, we noticed we were the only table left in the patio and thought they might kick us out soon.My only wish is they would be open for lunch during the week. This would be the perfect sunny day lunch spot. They are open for brunch on the weekends so those of you with Monday through Friday Schedules, I would highly recommend checking it out."
